post_id,image_id,content,post_text,label,event_label,category,领域
3900000000000000.0,"http://ww4.sinaimg.cn/large/62b31d36gw1ex6hydldnzj20qq0hugsc.jpg|http://ww4.sinaimg.cn/large/62b31d36gw1ex6hyj1wifj20qq0h3wji.jpg|http://ww2.sinaimg.cn/large/62b31d36gw1ex6hym3u59j20qq0hsq8t.jpg|http://ww3.sinaimg.cn/large/62b31d36gw1ex6hypkzhnj20qq0h4q88.jpg|http://ww2.sinaimg.cn/large/62b31d36gw1ex6hyt326fj20qq0hu799.jpg|http://ww4.sinaimg.cn/large/62b31d36gw1ex6hyug0bsj20hm0brjto.jpg|http://ww2.sinaimg.cn/large/62b31d36gw1ex6hyx6ezgj20qq0ljtgw.jpg|http://ww4.sinaimg.cn/large/62b31d36gw1ex6hyzyclqj20qq0hudl4.jpg|http://ww3.sinaimg.cn/large/62b31d36gw1ex6hz3c8asj20qq0hugsu.jpg|null
",记者拍摄被炸无国界医生医院内部,记者 拍摄 炸 国界 无国界 医生 医院 内部,0,1,军事,社会
3900000000000000.0,"http://ww4.sinaimg.cn/large/62b31d36gw1ex4uarb4mij20hm0bvdho.jpg|http://ww1.sinaimg.cn/large/62b31d36gw1ex4uasxkuaj20hm0bqtbl.jpg|null
",德国难民营性侵每天发生女移民沦为娼妓当地媒体报道德国的一些难民营内性犯罪呈失控的趋势甚至有女性移民被强迫充当每次10欧元的娼妓巴伐利亚州基钦根的一处难民营由于打扫卫生的女性雇员连续10天每天遭受各种性侵犯被迫限制只雇佣男性员工本月头十天已有两人因攻击女性清洁工被捕,德国 难民 民营 难民营 性侵 每天 发生 女 移民 沦为 娼妓 媒体 报道 媒体报道 德国 难民 民营 难民营 犯罪 性犯罪 呈 失控 趋势 女性 移民 强迫 充当 每次 10 欧元 娼妓 利亚 巴伐利 利亚州 巴伐利亚州 基钦根 一处 难民 民营 难民营 打扫 卫生 打扫卫生 女性 雇员 连续 10 天 每天 遭受 侵犯 性侵犯 被迫 限制 雇佣 男性 员工 本月 头 十天 已有 两人 攻击 女性 清洁 清洁工 被捕,0,0,社会,无领域
3930000000000000.0,"http://ww3.sinaimg.cn/large/627a55aajw1ezgmk9v499j20hs0npdg3.jpg|http://ww1.sinaimg.cn/large/627a55aajw1ezgmkai9p2j20go0m8mxh.jpg|http://ww1.sinaimg.cn/large/627a55aajw1ezgmkbkvg4j20hs0nqdg9.jpg|http://ww2.sinaimg.cn/large/627a55aajw1ezgmkckc9uj20hs0hs0tq.jpg|null
",突发海参崴特警包围中国大市场海参崴体育市场他们真枪实弹的封锁所有出口市场外看到此信息的中国同胞请不要来市场万分紧急请海参崴华人相互转告,突发 海参 海参崴 特警 包围 中国 市场 海参 海参崴 体育 市场 真枪 实弹 真枪实弹 封锁 出口 市场 外 看到 信息 中国 同胞 请 不要 市场 万分 紧急 请 海参 海参崴 华人 相互 转告,0,0,军事,社会
3930000000000000.0,"http://ww2.sinaimg.cn/large/54a2d67fgw1ezhrg7qgk3j20qo1bfdnb.jpg|http://ww4.sinaimg.cn/large/54a2d67fgw1ezhrg8xxarj20qo1bfwkp.jpg|http://ww2.sinaimg.cn/large/54a2d67fgw1ezhrg9rqqkj20qo1bfdlk.jpg|http://ww3.sinaimg.cn/large/54a2d67fgw1ezhrg718nlj20qo1bfdmi.jpg|http://ww2.sinaimg.cn/large/54a2d67fgw1ezhrgawfezj20qo1bfgt7.jpg|http://ww3.sinaimg.cn/large/54a2d67fgw1ezhrgcek34j20qo1bfgse.jpg|http://ww4.sinaimg.cn/large/54a2d67fgw1ezhrgdgalzj20qo1bfn5e.jpg|http://ww3.sinaimg.cn/large/54a2d67fgw1ezhrgf2cdnj20qo1bf118.jpg|http://ww1.sinaimg.cn/large/54a2d67fgw1ezhrgh37yvj20qo1bfn4u.jpg|null
",习主席于12月25日16时13分发布的这条微博转发和评论都超多今天看了一下评论里面都是e租宝被骗的可怜又可恨的投资者啊唉早知如此何必当初啊网友关注网页链接,习 主席 12 月 25 日 16 时 13 分 发布 这条 微博 转发 评论 超多 今天 一下 评论 里面 e 租宝 骗 可怜 可恨 投资 投资者 早知 早知如此 何必 必当 当初 何必当初 网友 关注 网页 链接,0,2,社会,无领域
3930000000000000.0,"http://ww2.sinaimg.cn/large/62b31d36gw1ezgke6i2vmj20hm0993yt.jpg|http://ww4.sinaimg.cn/large/62b31d36gw1ezgke8uiw9j20hm0943zn.jpg|http://ww2.sinaimg.cn/large/62b31d36gw1ezgkeb4xegj20hm0b00ua.jpg|http://ww1.sinaimg.cn/large/62b31d36gw1ezgkedovi5j20hm09ygms.jpg|http://ww1.sinaimg.cn/large/62b31d36gw1ezgkegiq48j20hm0bht9x.jpg|http://ww3.sinaimg.cn/large/62b31d36gw1ezgkeip3r3j20hm0b4gn7.jpg|null
",谍照放出谷歌眼镜企业版附上视频使用谷歌眼镜是怎样的一种体验lhowitfeelthroughgooglegla,谍照 放出 谷歌 眼镜 企业 版 附上 视频 使用 谷歌 眼镜 一种 体验 lhowitfeelthroughgooglegla,0,3,科学,无领域
3930000000000000.0,"http://ww3.sinaimg.cn/large/53ae0b70jw1ezf9ezj822j20hs0budip.jpg|http://ww4.sinaimg.cn/large/53ae0b70jw1ezf9ezuhedj20d008a75u.jpg|http://ww1.sinaimg.cn/large/53ae0b70jw1ezf9ezzf34j20fa09dwf8.jpg|http://ww1.sinaimg.cn/large/53ae0b70jw1ezf9f0e3snj20b408cq3p.jpg|http://ww3.sinaimg.cn/large/53ae0b70jw1ezf9f0jffnj20dw07sdg9.jpg|http://ww1.sinaimg.cn/large/53ae0b70jw1ezf9f0zsbej20d508v0ui.jpg|http://ww3.sinaimg.cn/large/53ae0b70jw1ezf9f104yyj20fa095wfk.jpg|http://ww4.sinaimg.cn/large/53ae0b70jw1ezf9f1up60j20rs0f10xw.jpg|http://ww1.sinaimg.cn/large/53ae0b70jw1ezf9f1v2fxj20dw0873zb.jpg|null
",地主家穷的只有石油了俄罗斯央行12月27日起施行货币兑换新规按照修订第499号关于金融机构客户身份识别防止洗钱及恐怖分子融资活动条例购买或出售超过15000卢布约合213美元需提供护照注册地址生日及纳税人识别号并填写调查问卷此举旨在防止洗钱及恐怖分子的融资活动,地主 主家 地主家 穷 石油 罗斯 俄罗斯 央行 12 月 27 日起 施行 货币 兑换 新规 修订 499 号 金融 机构 金融机构 客户 身份 识别 防止 洗钱 恐怖 分子 恐怖分子 融资 活动 条例 购买 出售 超过 15000 卢布 约合 213 美元 需 提供 护照 注册 地址 生日 纳税 纳税人 识别 号 填写 调查 问卷 此举 旨在 防止 洗钱 恐怖 分子 恐怖分子 融资 活动,0,2,经济,无领域
3920000000000000.0,"http://ww1.sinaimg.cn/large/62b31d36gw1ezbslwdq2mj20hs0ctab8.jpg|http://ww2.sinaimg.cn/large/62b31d36gw1ezbslv1z5qj208c07hq2w.jpg|http://ww4.sinaimg.cn/large/62b31d36gw1ezbslyyrrkj20jg0cz0wm.jpg|http://ww1.sinaimg.cn/large/62b31d36gw1ezbsm135llj20go0cnjsg.jpg|http://ww1.sinaimg.cn/large/62b31d36gw1ezbsm3nqhmj20a005nq37.jpg|http://ww4.sinaimg.cn/large/62b31d36gw1ezbsm5lafqj20m80etjtw.jpg|http://ww2.sinaimg.cn/large/62b31d36gw1ezbsmannylj209q05kmxm.jpg|http://ww1.sinaimg.cn/large/62b31d36gw1ezbsmccba1j20go0cnjsg.jpg|http://ww2.sinaimg.cn/large/62b31d36gw1ezbsmf3es5j20bc07kaaw.jpg|null
",历史上的今天1991年12月25日苏联最高领导人戈尔巴乔夫宣布辞职将国家权力移交给俄罗斯总统叶利钦当晚苏联国旗从克里姆林宫上空缓缓降下苏维埃社会主义共和国联盟宣告解体,历史 今天 1991 年 12 月 25 日 苏联 最高 领导 领导人 戈尔 尔巴 巴乔 戈尔巴 巴乔夫 戈尔巴乔夫 宣布 辞职 国家 权力 移交 罗斯 俄罗斯 总统 叶利钦 当晚 苏联 国旗 克里 里姆 克里姆 里姆林 姆林宫 克里姆林宫 上空 缓缓 降下 维埃 苏维埃 社会 会主 主义 社会主义 共和 共和国 联盟 宣告 解体,0,1,政治,无领域
3930000000000000.0,"http://ww1.sinaimg.cn/large/62b31d36gw1ezt1c90q1ij20hm0getc5.jpg|http://ww3.sinaimg.cn/large/62b31d36gw1ezt1ccasb9j20hm0c7tah.jpg|http://ww3.sinaimg.cn/large/62b31d36gw1ezt1cdzmtrj20hm0c03zo.jpg|http://ww4.sinaimg.cn/large/62b31d36gw1ezt1cgolynj20hm0br0u5.jpg|http://ww1.sinaimg.cn/large/62b31d36gw1ezt1ci2t05j20hm0ql77z.jpg|http://ww3.sinaimg.cn/large/62b31d36gw1ezt1cj75r4j20hm0br75m.jpg|http://ww4.sinaimg.cn/large/62b31d36gw1ezt1cl4gt3j20hm0brwgd.jpg|http://ww2.sinaimg.cn/large/62b31d36gw1ezt1cnehaej20hm0dw0v1.jpg|http://ww3.sinaimg.cn/large/62b31d36gw1ezt1cxbanej20hm0bv75s.jpg|null
",新年夜性侵蔓延欧洲随着科隆性侵案件的进一步曝光在南到瑞士北到芬兰的欧洲各国越来越多的受害者站出来披露了她们的遭遇恐慌正在进一步蔓延瑞典警告女性出门注意安全奥地利警方则因为掩盖移民性侵案的指责而深陷舆论漩涡维也纳警察总监则建议女性不要单独上街,新年 夜性 侵 蔓延 欧洲 科隆 性侵 案件 一步 进一步 曝光 南到 瑞士 北到 芬兰 欧洲 各国 欧洲各国 越来 越来越 受害 受害者 站 披露 遭遇 恐慌 正在 一步 进一步 蔓延 瑞典 警告 女性 出门 注意 安全 注意安全 地利 奥地利 警方 掩盖 移民 性 侵案 指责 深陷 舆论 漩涡 维也纳 警察 总监 建议 女性 不要 单独 上街,0,1,社会,无领域
3920000000000000.0,"http://ww4.sinaimg.cn/large/62b31d36gw1eypp3p7twvj20et08ct8o.jpg|http://ww1.sinaimg.cn/large/62b31d36gw1eypp3rqktmj20k00zkdil.jpg|http://ww3.sinaimg.cn/large/62b31d36gw1eypp3s9kvej20fa08n74x.jpg|null
",wikiedia这下真的不存在了据报道本周三维基百科创始人jimmywale在leaderhieergysummitaia2015上称他将在两周内飞雾霾之都讨论解锁维基百科结果原来只封了中文版的们可能发现了之前遗留的ug现在他们把包括英语在内的其它语种都一起锁了,wikiedia 这下 真的 存在 报道 本周 三 维基 百科 维基百 维基百科 创始 创始人 jimmywale leaderhieergysummitaia2015 上称 两周 内飞雾 霾 讨论 解锁 维基 百科 维基百 维基百科 原来 只封 中文 文版 中文版 可能 发现 之前 遗留 ug 现在 包括 英语 在内 语种 一起 锁,0,3,科学,无领域
3920000000000000.0,"http://ww2.sinaimg.cn/large/62b31d36gw1eynzdirt10j20hm09o0tg.jpg|http://ww1.sinaimg.cn/large/62b31d36gw1eynzdjzp5jj20hm0bb75d.jpg|http://ww4.sinaimg.cn/large/62b31d36gw1eynzdl9smlj20hm0brt9w.jpg|http://ww1.sinaimg.cn/large/62b31d36gw1eynzdmuw8kj20hm0bj75e.jpg|http://ww1.sinaimg.cn/large/62b31d36gw1eynzdoa0t3j20hm0brwh8.jpg|http://ww3.sinaimg.cn/large/62b31d36gw1eynzdptxdjj20hm0brjtq.jpg|null
",这也太狠了埃及首都开罗的elsayad饭馆最近遭到了人称莫洛托夫鸡尾酒的自制瓶装燃烧弹的袭击导致16人葬生火场这家当地特色的供应食物和酒精的店并不是遭遇恐怖袭击也不是间谍组织灭口事后警方的调查发现纵火者是两名青年而纵火的原因居然可能只是为了报复自己被禁止入内,太狠 埃及 首都 开罗 elsayad 饭馆 最近 遭到 人称 莫洛托夫 鸡尾 鸡尾酒 自制 瓶装 燃烧 燃烧弹 袭击 导致 16 人葬生 火场 这家 特色 供应 食物 酒精 店 遭遇 恐怖 袭击 恐怖袭击 间谍 组织 灭口 事后 警方 调查 发现 纵火 纵火者 两名 青年 纵火 原因 居然 可能 报复 禁止 禁止入,0,0,社会,无领域
3930000000000000.0,"http://ww3.sinaimg.cn/large/62b31d36gw1ezr9r2jffhj208i0dp0to.jpg|http://ww4.sinaimg.cn/large/62b31d36gw1ezr9r3z6grj20hm0br75b.jpg|http://ww1.sinaimg.cn/large/62b31d36gw1ezr9r53tcuj20hm0do3zk.jpg|http://ww2.sinaimg.cn/large/62b31d36gw1ezr9r7c4y4j20hm0bq3zq.jpg|http://ww4.sinaimg.cn/large/62b31d36gw1ezr9r913bpj20hm06adgg.jpg|null
",trum禁我入境我就撤资doaldtrum威胁称如果英国决定因为自己关于穆斯林的言论而禁止他入境那么他将撤出原本要投在苏格兰开发项目上的7亿英镑投资目前有57万人联署要求禁止trum入境英国英国议会因此将在1月18日讨论这一提案,trum 禁 入境 撤资 doaldtrum 威胁 称 英国 决定 穆斯 穆斯林 言论 禁止 入境 撤出 原本 投 苏格兰 开发 项目 英镑 亿英镑 投资 目前 57 万人 联署 要求 禁止 trum 入境 英国 英国 议会 国议会 英国议会 月 18 日 讨论 这一 提案,0,1,政治,无领域
3910000000000000.0,"http://ww2.sinaimg.cn/large/62b31d36gw1eyhtigifzej20hm09xjsl.jpg|http://ww4.sinaimg.cn/large/62b31d36gw1eyhtil9f2yj20hm0aq75d.jpg|http://ww1.sinaimg.cn/large/62b31d36gw1eyhtiny7j4j20hm0brmyp.jpg|http://ww2.sinaimg.cn/large/62b31d36gw1eyhtj200ryj20hm0aat9t.jpg|http://ww2.sinaimg.cn/large/62b31d36gw1eyhtisy398j20hm0brgm2.jpg|http://ww2.sinaimg.cn/large/62b31d36gw1eyhtiyos54j20hm0b0q4l.jpg|http://ww3.sinaimg.cn/large/62b31d36gw1eyhtj6vknkj20hm0akdh6.jpg|http://ww3.sinaimg.cn/large/62b31d36gw1eyhtjazagkj20hm0d1q4h.jpg|http://ww3.sinaimg.cn/large/62b31d36gw1eyhtlge49ej20hm0aq75d.jpg|null
",小黄鸭恶搞isis网络恶搞者们iteretrakter也想为打击伊斯兰国出份力这是他们最新的行动,小黄 鸭 恶搞 isis 网络 恶搞 iteretrakter 想 打击 伊斯 伊斯兰 国出 份力 最新 行动,0,3,娱乐,军事
3910000000000000.0,"http://ww2.sinaimg.cn/large/65dfab2dgw1ey723fryqgj21hc0u04c4.jpg|http://ww3.sinaimg.cn/large/65dfab2dgw1ey723n5213j21k720qn97.jpg|http://ww2.sinaimg.cn/large/65dfab2dgw1ey723rqrg0j21b81p4an6.jpg|http://ww1.sinaimg.cn/large/65dfab2dgw1ey723vuhjbj21b81p4qif.jpg|http://ww1.sinaimg.cn/large/65dfab2dgw1ey7240bmpcj21b81p418z.jpg|http://ww3.sinaimg.cn/large/65dfab2dgw1ey7244mswyj21b81p4dv5.jpg|http://ww4.sinaimg.cn/large/65dfab2dgw1ey7248dz10j21b81p47lp.jpg|http://ww1.sinaimg.cn/large/65dfab2dgw1ey724cbx02j21b81p4ar1.jpg|http://ww1.sinaimg.cn/large/65dfab2dgw1ey723k1gmjj21b81p4h0x.jpg|null
",［关注叙利亚局势］联大三委刚刚以115票赞成15票反对51票弃权通过决议最强烈地谴责叙利亚当局自2011年以来对其本国人民持续不断的武装暴力强烈谴责所有针对平民实施的践踏和侵犯国际人权法行为并表示国际刑事法院可在追究责任方面发挥作用中国古巴朝鲜俄罗斯等15国投了反对票,［ 关注 利亚 叙利亚 局势 ］ 联大 三委 刚刚 115 票 赞成 15 票 反对 51 票 弃权 决议 强烈 谴责 利亚 叙利亚 当局 2011 年 本国 人民 持续 不断 武装 暴力 强烈 谴责 平民 实施 践踏 侵犯 国际 人权 人权法 行为 表示 国际 刑事 法院 追究 责任 追究责任 方面 发挥 作用 发挥作用 中国 古巴 朝鲜 罗斯 俄罗斯 15 国投 反对 反对票,0,1,政治,国际
